,Neighborhood,Airbnb,Date,City,ZRI
8905,Pelham Gardens,0,2/1/16,New York,1825
8906,Pelham Gardens,0,1/1/16,New York,1827
8971,Laurelton,0,12/1/16,New York,2252
8972,Laurelton,0,11/1/16,New York,2232
8973,Laurelton,0,10/1/16,New York,2197
8974,Laurelton,0,9/1/16,New York,2179
8975,Laurelton,0,8/1/16,New York,2169
8976,Laurelton,0,7/1/16,New York,2167
8977,Laurelton,0,6/1/16,New York,2154
8978,Laurelton,0,5/1/16,New York,2149
8979,Laurelton,0,4/1/16,New York,2137
8980,Laurelton,0,3/1/16,New York,2141
8981,Laurelton,0,2/1/16,New York,2132
8982,Laurelton,0,1/1/16,New York,2122
9047,Flatiron District,169,12/1/16,New York,4250
9048,Flatiron District,166,11/1/16,New York,4301
9049,Flatiron District,166,10/1/16,New York,4354
9050,Flatiron District,163,9/1/16,New York,4403
9051,Flatiron District,161,8/1/16,New York,4457
9052,Flatiron District,160,7/1/16,New York,4489
9053,Flatiron District,157,6/1/16,New York,4492
9054,Flatiron District,152,5/1/16,New York,4485
9055,Flatiron District,150,4/1/16,New York,4467
9056,Flatiron District,139,3/1/16,New York,4409
9057,Flatiron District,137,2/1/16,New York,4345
9058,Flatiron District,130,1/1/16,New York,4253
9123,Auburndale,0,12/1/16,New York,2463
9124,Auburndale,0,11/1/16,New York,2468
9125,Auburndale,0,10/1/16,New York,2454
9126,Auburndale,0,9/1/16,New York,2454
9127,Auburndale,0,8/1/16,New York,2455
9128,Auburndale,0,7/1/16,New York,2454
9129,Auburndale,0,6/1/16,New York,2437
9130,Auburndale,0,5/1/16,New York,2413
9131,Auburndale,0,4/1/16,New York,2399
9132,Auburndale,0,3/1/16,New York,2394
9133,Auburndale,0,2/1/16,New York,2396
9134,Auburndale,0,1/1/16,New York,2400
9199,Brighton Beach,22,12/1/16,New York,2261
9200,Brighton Beach,22,11/1/16,New York,2245
9201,Brighton Beach,22,10/1/16,New York,2239
9202,Brighton Beach,22,9/1/16,New York,2234
9203,Brighton Beach,21,8/1/16,New York,2235
9204,Brighton Beach,21,7/1/16,New York,2240
9205,Brighton Beach,21,6/1/16,New York,2250
9206,Brighton Beach,21,5/1/16,New York,2255
9207,Brighton Beach,20,4/1/16,New York,2247
9208,Brighton Beach,20,3/1/16,New York,2236
9209,Brighton Beach,20,2/1/16,New York,2224
9210,Brighton Beach,20,1/1/16,New York,2216
9275,Briarwood,0,12/1/16,New York,2142
9276,Briarwood,0,11/1/16,New York,2130
9277,Briarwood,0,10/1/16,New York,2116
9278,Briarwood,0,9/1/16,New York,2116
9279,Briarwood,0,8/1/16,New York,2138
9280,Briarwood,0,7/1/16,New York,2162
9281,Briarwood,0,6/1/16,New York,2179
9282,Briarwood,0,5/1/16,New York,2183
9283,Briarwood,0,4/1/16,New York,2180
9284,Briarwood,0,3/1/16,New York,2171
9285,Briarwood,0,2/1/16,New York,2160
9286,Briarwood,0,1/1/16,New York,2154
9351,Financial District,317,12/1/16,New York,3791
9352,Financial District,313,11/1/16,New York,3809
9353,Financial District,310,10/1/16,New York,3814
9354,Financial District,310,9/1/16,New York,3817
9355,Financial District,306,8/1/16,New York,3834
9356,Financial District,302,7/1/16,New York,3848
9357,Financial District,298,6/1/16,New York,3850
9358,Financial District,289,5/1/16,New York,3837
9359,Financial District,283,4/1/16,New York,3819
9360,Financial District,273,3/1/16,New York,3803
9361,Financial District,270,2/1/16,New York,3798
9362,Financial District,267,1/1/16,New York,3775
9427,Clinton,0,12/1/16,New York,3615
9428,Clinton,0,11/1/16,New York,3620
9429,Clinton,0,10/1/16,New York,3636
9430,Clinton,0,9/1/16,New York,3654
9431,Clinton,0,8/1/16,New York,3674
9432,Clinton,0,7/1/16,New York,3685
9433,Clinton,0,6/1/16,New York,3678
9434,Clinton,0,5/1/16,New York,3679
9435,Clinton,0,4/1/16,New York,3661
9436,Clinton,0,3/1/16,New York,3651
9437,Clinton,0,2/1/16,New York,3637
9438,Clinton,0,1/1/16,New York,3628
9503,Fort Hamilton,0,12/1/16,New York,2253
9504,Fort Hamilton,0,11/1/16,New York,2244
